date,platform,content,likes,shares,comments
2022-03-08,TikTok,Flash sale : 48h de promotions exceptionnelles !,4254,330,54
2023-08-08,LinkedIn,Livraison gratuite sur toutes les commandes > 50 EUR.,2085,451,62
2023-07-08,Facebook,Rejoignez notre programme fidelite.,3150,487,240
2022-03-15,TikTok,Flash sale : 48h de promotions exceptionnelles !,2427,364,145
2023-07-26,Instagram,Livraison gratuite sur toutes les commandes > 50 EUR.,701,422,69
2023-08-14,Facebook,Flash sale : 48h de promotions exceptionnelles !,44,381,236
2023-10-04,TikTok,"Commandez avant midi, livraison le lendemain !",2511,258,250
2023-08-06,LinkedIn,Rejoignez notre programme fidelite.,1013,419,286
2024-05-17,Instagram,Rejoignez notre programme fidelite.,3661,306,243
2023-11-01,LinkedIn,Rejoignez notre programme fidelite.,818,73,105
2024-01-23,TikTok,Livraison gratuite sur toutes les commandes > 50 EUR.,4970,212,7
2024-03-27,LinkedIn,Rejoignez notre programme fidelite.,3549,395,40
2022-10-22,Facebook,Rejoignez notre programme fidelite.,1685,65,251
2023-03-03,TikTok,Nouvelle collection disponible ! -20% ce weekend.,1033,235,242
2024-01-05,TikTok,"Commandez avant midi, livraison le lendemain !",73,189,27
2023-07-25,Instagram,Rejoignez notre programme fidelite.,287,459,157
2023-09-27,LinkedIn,"Commandez avant midi, livraison le lendemain !",337,83,45
2024-05-13,LinkedIn,"Commandez avant midi, livraison le lendemain !",3512,61,289
2022-07-13,Instagram,Paiement en 3 fois sans frais sur nos smartphones.,3702,30,138
2022-08-24,Twitter,Paiement en 3 fois sans frais sur nos smartphones.,2853,384,125
2022-05-22,Instagram,Paiement en 3 fois sans frais sur nos smartphones.,1626,437,137
2023-10-12,Facebook,"Commandez avant midi, livraison le lendemain !",1942,106,40
2022-12-23,TikTok,Rejoignez notre programme fidelite.,4848,432,5
2022-05-31,Twitter,Paiement en 3 fois sans frais sur nos smartphones.,4855,183,219
2024-01-26,Instagram,Nouvelle collection disponible ! -20% ce weekend.,4701,412,78
2022-10-12,Facebook,Paiement en 3 fois sans frais sur nos smartphones.,2211,287,197
2023-01-13,Twitter,Paiement en 3 fois sans frais sur nos smartphones.,3825,36,29
2023-08-28,TikTok,Rejoignez notre programme fidelite.,3275,24,214
2022-05-05,Twitter,Paiement en 3 fois sans frais sur nos smartphones.,4281,80,106
2022-03-11,Facebook,Nouvelle collection disponible ! -20% ce weekend.,1721,272,259
2022-10-31,LinkedIn,Livraison gratuite sur toutes les commandes > 50 EUR.,3972,26,42
2022-05-15,Facebook,Livraison gratuite sur toutes les commandes > 50 EUR.,4919,147,103
2023-05-06,Instagram,Nouvelle collection disponible ! -20% ce weekend.,325,340,195
2024-02-26,LinkedIn,Flash sale : 48h de promotions exceptionnelles !,3502,342,62
2022-06-29,LinkedIn,Flash sale : 48h de promotions exceptionnelles !,1822,424,108
2022-06-21,Twitter,Nouvelle collection disponible ! -20% ce weekend.,3913,251,76
2023-07-15,TikTok,Nouvelle collection disponible ! -20% ce weekend.,3708,387,77
2022-04-27,LinkedIn,"Commandez avant midi, livraison le lendemain !",3615,97,40
2024-03-24,LinkedIn,Rejoignez notre programme fidelite.,940,174,59
2022-10-06,TikTok,Paiement en 3 fois sans frais sur nos smartphones.,346,66,76
2022-04-22,Facebook,Paiement en 3 fois sans frais sur nos smartphones.,2532,294,85
2022-02-04,TikTok,Flash sale : 48h de promotions exceptionnelles !,2010,215,279
2023-06-21,Facebook,"Commandez avant midi, livraison le lendemain !",4773,11,30
2023-03-13,Twitter,Nouvelle collection disponible ! -20% ce weekend.,2620,165,63
2023-06-18,TikTok,Rejoignez notre programme fidelite.,1109,20,198
2022-10-03,Twitter,"Commandez avant midi, livraison le lendemain !",3755,398,32
2022-04-07,Instagram,Rejoignez notre programme fidelite.,4684,305,161
2022-04-13,Facebook,Livraison gratuite sur toutes les commandes > 50 EUR.,4711,70,166
2023-04-27,Twitter,Paiement en 3 fois sans frais sur nos smartphones.,3993,42,108
2022-12-01,Instagram,"Commandez avant midi, livraison le lendemain !",4541,379,19
2022-09-19,Instagram,Paiement en 3 fois sans frais sur nos smartphones.,2711,287,194
2022-09-14,LinkedIn,Flash sale : 48h de promotions exceptionnelles !,101,14,83
2024-01-17,LinkedIn,"Commandez avant midi, livraison le lendemain !",2501,291,251
2024-02-04,LinkedIn,"Commandez avant midi, livraison le lendemain !",4289,483,180
2023-04-07,TikTok,Flash sale : 48h de promotions exceptionnelles !,954,340,273
2022-07-08,Instagram,Paiement en 3 fois sans frais sur nos smartphones.,1138,114,87
2022-04-24,Instagram,Flash sale : 48h de promotions exceptionnelles !,4050,431,19
2022-12-07,LinkedIn,Livraison gratuite sur toutes les commandes > 50 EUR.,2281,126,6
2022-05-17,Instagram,Flash sale : 48h de promotions exceptionnelles !,685,368,105
2022-05-30,LinkedIn,Flash sale : 48h de promotions exceptionnelles !,114,440,198
2023-06-07,Facebook,Rejoignez notre programme fidelite.,626,304,280
2024-02-11,LinkedIn,Rejoignez notre programme fidelite.,4313,381,297
2022-09-20,TikTok,Nouvelle collection disponible ! -20% ce weekend.,1279,24,131
2022-07-15,Facebook,Rejoignez notre programme fidelite.,2297,0,105
2024-06-02,TikTok,Nouvelle collection disponible ! -20% ce weekend.,4521,377,259
2024-04-06,TikTok,"Commandez avant midi, livraison le lendemain !",587,429,51
2022-01-05,TikTok,Flash sale : 48h de promotions exceptionnelles !,4707,219,103
2023-01-10,LinkedIn,"Commandez avant midi, livraison le lendemain !",3243,96,11
2024-02-12,Instagram,Paiement en 3 fois sans frais sur nos smartphones.,2852,91,61
2023-06-21,Facebook,Livraison gratuite sur toutes les commandes > 50 EUR.,1559,410,206
2023-11-24,TikTok,Flash sale : 48h de promotions exceptionnelles !,3661,173,24
2022-02-04,Facebook,Paiement en 3 fois sans frais sur nos smartphones.,205,256,188
2022-06-09,Facebook,"Commandez avant midi, livraison le lendemain !",3991,418,128
2022-09-30,Facebook,Livraison gratuite sur toutes les commandes > 50 EUR.,1177,410,300
2024-01-15,TikTok,Flash sale : 48h de promotions exceptionnelles !,3795,333,109
2022-03-07,TikTok,"Commandez avant midi, livraison le lendemain !",2265,221,180
2024-04-12,LinkedIn,Paiement en 3 fois sans frais sur nos smartphones.,50,160,278
2022-08-26,TikTok,"Commandez avant midi, livraison le lendemain !",4692,72,218
2022-08-02,LinkedIn,Paiement en 3 fois sans frais sur nos smartphones.,4480,430,160
2023-04-15,LinkedIn,Rejoignez notre programme fidelite.,4918,164,240
2022-11-23,Instagram,Paiement en 3 fois sans frais sur nos smartphones.,4834,1,14
2022-04-21,LinkedIn,Nouvelle collection disponible ! -20% ce weekend.,469,326,55
2022-04-01,Facebook,Nouvelle collection disponible ! -20% ce weekend.,3595,356,51
2022-05-11,LinkedIn,Livraison gratuite sur toutes les commandes > 50 EUR.,1565,264,216
2023-06-14,Instagram,Flash sale : 48h de promotions exceptionnelles !,1080,37,48
2023-06-21,Instagram,Rejoignez notre programme fidelite.,1059,457,191
2024-05-27,Instagram,Rejoignez notre programme fidelite.,2333,428,250
2022-03-30,TikTok,Flash sale : 48h de promotions exceptionnelles !,2962,31,240
2023-07-31,LinkedIn,Flash sale : 48h de promotions exceptionnelles !,311,84,252
2023-09-19,Instagram,Paiement en 3 fois sans frais sur nos smartphones.,1566,325,161
2022-02-18,Facebook,"Commandez avant midi, livraison le lendemain !",3751,80,19
2022-03-04,Facebook,"Commandez avant midi, livraison le lendemain !",4604,401,138
2022-05-25,LinkedIn,"Commandez avant midi, livraison le lendemain !",1868,374,166
2023-10-04,TikTok,"Commandez avant midi, livraison le lendemain !",4265,266,68
2022-01-21,TikTok,Nouvelle collection disponible ! -20% ce weekend.,4639,446,65
2022-02-02,LinkedIn,Nouvelle collection disponible ! -20% ce weekend.,4075,464,216
2023-01-23,Twitter,"Commandez avant midi, livraison le lendemain !",3025,40,15
2023-02-12,Facebook,Paiement en 3 fois sans frais sur nos smartphones.,4794,368,125
2022-07-20,TikTok,Rejoignez notre programme fidelite.,3031,455,297
2024-01-12,Facebook,Rejoignez notre programme fidelite.,436,228,102
2022-04-27,TikTok,Livraison gratuite sur toutes les commandes > 50 EUR.,1547,223,167
2023-01-12,TikTok,"Commandez avant midi, livraison le lendemain !",3811,237,131
2023-11-29,LinkedIn,Livraison gratuite sur toutes les commandes > 50 EUR.,1136,469,107
2023-05-05,LinkedIn,Livraison gratuite sur toutes les commandes > 50 EUR.,3790,119,173
2023-05-22,LinkedIn,Nouvelle collection disponible ! -20% ce weekend.,4516,237,9
2023-06-12,Facebook,Nouvelle collection disponible ! -20% ce weekend.,3183,476,126
2023-12-23,Twitter,Paiement en 3 fois sans frais sur nos smartphones.,2451,40,260
2024-04-03,Instagram,Rejoignez notre programme fidelite.,4244,375,81
2023-03-26,Twitter,Paiement en 3 fois sans frais sur nos smartphones.,1788,27,146
2022-11-26,Facebook,Livraison gratuite sur toutes les commandes > 50 EUR.,3067,252,244
2022-04-11,Instagram,"Commandez avant midi, livraison le lendemain !",3273,427,111
2022-12-08,LinkedIn,Livraison gratuite sur toutes les commandes > 50 EUR.,15,120,121
2023-05-08,Facebook,Rejoignez notre programme fidelite.,682,108,165
2023-06-14,Instagram,"Commandez avant midi, livraison le lendemain !",4031,426,152
2022-01-31,TikTok,"Commandez avant midi, livraison le lendemain !",3065,50,199
2022-10-26,Instagram,Livraison gratuite sur toutes les commandes > 50 EUR.,1562,222,111
2023-11-26,Facebook,Flash sale : 48h de promotions exceptionnelles !,1783,482,38
2023-12-31,LinkedIn,Nouvelle collection disponible ! -20% ce weekend.,1622,406,291
