review_id,customer_id,product_id,rating,review_text,date_review,sentiment
REV01423,CUS01028,PRD029,4,"Excellent produit, livraison rapide !",2023-11-12,positif
REV01424,CUS01378,PRD002,5,"Produit fantastique, rapport qualite-prix excellent.",2023-12-13,positif
REV01425,CUS00635,PRD013,4,"Produit conforme, livraison soignee.",2022-09-09,positif
REV01426,CUS00321,PRD010,5,"Excellent produit, livraison rapide !",2023-11-11,positif
REV01427,CUS01998,PRD012,3,Conforme mais delai un peu long.,2022-08-28,neutre
REV01428,CUS01941,PRD004,4,"Super produit, je recommande vivement.",2022-10-19,positif
REV01429,CUS01864,PRD030,4,"Produit conforme, livraison soignee.",2023-11-09,positif
REV01430,CUS01454,PRD019,3,Rien d'exceptionnel pour ce prix.,2024-05-11,neutre
REV01431,CUS02743,PRD010,4,Je suis ravi de cet achat.,2023-04-18,positif
REV01432,CUS02237,PRD014,4,"Produit conforme, livraison soignee.",2022-02-24,positif
REV01433,CUS00409,PRD014,5,Je suis ravi de cet achat.,2022-11-25,positif
REV01434,CUS02786,PRD008,4,"Produit conforme, livraison soignee.",2022-05-21,positif
REV01435,CUS01096,PRD003,3,Rien d'exceptionnel pour ce prix.,2022-06-07,neutre
REV01436,CUS00657,PRD014,5,"Produit conforme, livraison soignee.",2022-06-16,positif
REV01437,CUS02936,PRD013,5,"Tres satisfait, qualite au rendez-vous.",2023-01-06,positif
REV01438,CUS01901,PRD015,5,"Parfait, correspond a la description.",2023-12-02,positif
REV01439,CUS02092,PRD029,5,"Tres satisfait, qualite au rendez-vous.",2023-02-05,positif
REV01440,CUS00976,PRD024,5,Je suis ravi de cet achat.,2023-10-29,positif
REV01441,CUS02004,PRD011,4,Je suis ravi de cet achat.,2022-06-04,positif
REV01442,CUS02500,PRD030,5,Tres bonne experience d'achat.,2023-07-14,positif
REV01443,CUS01864,PRD001,3,"Service standard, produit dans la moyenne.",2022-10-13,neutre
REV01444,CUS01727,PRD029,5,Je suis ravi de cet achat.,2024-02-05,positif
REV01445,CUS01789,PRD007,4,"Tres satisfait, qualite au rendez-vous.",2022-11-05,positif
REV01446,CUS00255,PRD026,5,"Produit conforme, livraison soignee.",2024-07-04,positif
REV01447,CUS02157,PRD008,4,"Produit conforme, livraison soignee.",2024-01-05,positif
REV01448,CUS02435,PRD022,2,"Delai inacceptable, plus de 3 semaines.",2024-01-04,negatif
REV01449,CUS00781,PRD012,4,"Excellent produit, livraison rapide !",2023-06-05,positif
REV01450,CUS02627,PRD002,5,Tres bonne experience d'achat.,2022-05-11,positif
REV01451,CUS00578,PRD019,5,"Super produit, je recommande vivement.",2023-06-12,positif
REV01452,CUS00914,PRD026,5,"Excellent produit, livraison rapide !",2024-06-04,positif
REV01453,CUS00416,PRD015,4,"Parfait, correspond a la description.",2022-08-15,positif
REV01454,CUS01501,PRD006,5,Tres bonne experience d'achat.,2022-09-12,positif
REV01455,CUS02783,PRD017,5,"Excellent produit, livraison rapide !",2022-02-20,positif
REV01456,CUS00772,PRD006,5,Tres bonne experience d'achat.,2022-11-01,positif
REV01457,CUS01696,PRD025,3,Conforme mais delai un peu long.,2022-03-31,neutre
REV01458,CUS01977,PRD009,5,"Produit fantastique, rapport qualite-prix excellent.",2023-01-24,positif
REV01459,CUS01552,PRD005,4,"Excellent produit, livraison rapide !",2023-02-19,positif
REV01460,CUS00370,PRD014,5,"Produit conforme, livraison soignee.",2023-02-16,positif
REV01461,CUS01757,PRD001,5,"Super produit, je recommande vivement.",2023-03-30,positif
REV01462,CUS00290,PRD023,5,"Produit conforme, livraison soignee.",2023-08-06,positif
REV01463,CUS02803,PRD010,5,"Super produit, je recommande vivement.",2022-08-25,positif
REV01464,CUS00782,PRD012,5,Tres bonne experience d'achat.,2023-11-14,positif
REV01465,CUS00846,PRD010,2,Qualite tres inferieure aux photos.,2023-03-14,negatif
REV01466,CUS01789,PRD028,4,Tres bonne experience d'achat.,2023-11-06,positif
REV01467,CUS00355,PRD027,4,Tres bonne experience d'achat.,2024-01-21,positif
REV01468,CUS00236,PRD022,3,"Produit correct, sans plus.",2023-03-10,neutre
REV01469,CUS02252,PRD001,4,Tres bonne experience d'achat.,2022-01-26,positif
REV01470,CUS01194,PRD018,4,Tres bonne experience d'achat.,2022-05-13,positif
REV01471,CUS02532,PRD023,5,"Produit fantastique, rapport qualite-prix excellent.",2022-11-20,positif
REV01472,CUS01555,PRD023,5,"Excellent produit, livraison rapide !",2023-06-25,positif
REV01473,CUS00175,PRD004,5,"Super produit, je recommande vivement.",2022-12-25,positif
REV01474,CUS02022,PRD009,5,"Tres satisfait, qualite au rendez-vous.",2022-11-24,positif
REV01475,CUS00964,PRD012,2,"Tres decu, le produit ne fonctionne pas.",2024-03-23,negatif
REV01476,CUS02085,PRD022,4,"Produit conforme, livraison soignee.",2022-12-18,positif
REV01477,CUS00709,PRD019,4,"Excellent produit, livraison rapide !",2022-10-01,positif
REV01478,CUS00695,PRD030,4,"Excellent produit, livraison rapide !",2024-01-13,positif
REV01479,CUS00680,PRD005,4,Tres bonne experience d'achat.,2024-01-10,positif
REV01480,CUS00372,PRD024,5,"Parfait, correspond a la description.",2023-03-07,positif
REV01481,CUS01072,PRD002,4,"Produit conforme, livraison soignee.",2024-02-18,positif
REV01482,CUS00757,PRD027,1,"Delai inacceptable, plus de 3 semaines.",2023-06-20,negatif
REV01483,CUS01039,PRD007,5,"Produit fantastique, rapport qualite-prix excellent.",2023-06-23,positif
REV01484,CUS01321,PRD026,4,"Parfait, correspond a la description.",2023-12-27,positif
REV01485,CUS01396,PRD024,5,"Parfait, correspond a la description.",2023-07-02,positif
REV01486,CUS01917,PRD018,3,"Service standard, produit dans la moyenne.",2022-01-16,neutre
REV01487,CUS02084,PRD030,4,"Super produit, je recommande vivement.",2022-03-31,positif
REV01488,CUS01415,PRD011,3,"Service standard, produit dans la moyenne.",2023-01-21,neutre
REV01489,CUS01440,PRD004,4,"Produit fantastique, rapport qualite-prix excellent.",2023-01-04,positif
REV01490,CUS02104,PRD017,3,"Produit moyen, attendais mieux.",2023-10-19,neutre
REV01491,CUS02318,PRD011,5,"Tres satisfait, qualite au rendez-vous.",2022-02-13,positif
REV01492,CUS00251,PRD025,4,"Produit fantastique, rapport qualite-prix excellent.",2024-01-30,positif
REV01493,CUS01029,PRD030,4,Tres bonne experience d'achat.,2023-12-28,positif
REV01494,CUS02906,PRD011,3,"Service standard, produit dans la moyenne.",2024-01-01,neutre
REV01495,CUS00641,PRD029,5,"Tres satisfait, qualite au rendez-vous.",2023-03-12,positif
REV01496,CUS00476,PRD026,1,"Mauvaise qualite, je regrette mon achat.",2022-09-14,negatif
REV01497,CUS02467,PRD001,2,"Tres decu, le produit ne fonctionne pas.",2023-07-08,negatif
REV01498,CUS01542,PRD007,5,"Tres satisfait, qualite au rendez-vous.",2024-04-17,positif
REV01499,CUS01157,PRD020,3,"Produit correct, sans plus.",2023-01-07,neutre
REV01500,CUS00466,PRD006,3,"Produit moyen, attendais mieux.",2023-09-02,neutre
REV01501,CUS01471,PRD021,3,Rien d'exceptionnel pour ce prix.,2023-02-15,neutre
REV01502,CUS00396,PRD017,5,"Excellent produit, livraison rapide !",2024-05-23,positif
REV01503,CUS01958,PRD012,5,"Tres satisfait, qualite au rendez-vous.",2022-05-20,positif
REV01504,CUS01748,PRD015,5,"Super produit, je recommande vivement.",2023-09-21,positif
REV01505,CUS02785,PRD020,3,"Produit moyen, attendais mieux.",2024-06-10,neutre
REV01506,CUS00452,PRD027,4,"Produit fantastique, rapport qualite-prix excellent.",2024-04-10,positif
REV01507,CUS02057,PRD006,5,Je suis ravi de cet achat.,2022-05-24,positif
REV01508,CUS00813,PRD024,4,"Super produit, je recommande vivement.",2023-05-02,positif
REV01509,CUS00315,PRD025,4,Je suis ravi de cet achat.,2022-02-15,positif
REV01510,CUS00852,PRD006,5,Je suis ravi de cet achat.,2022-02-12,positif
REV01511,CUS01168,PRD015,5,"Excellent produit, livraison rapide !",2022-06-27,positif
REV01512,CUS01285,PRD001,2,Qualite tres inferieure aux photos.,2023-10-28,negatif
REV01513,CUS01343,PRD013,5,"Tres satisfait, qualite au rendez-vous.",2022-04-27,positif
REV01514,CUS00916,PRD018,3,Rien d'exceptionnel pour ce prix.,2024-05-06,neutre
REV01515,CUS02959,PRD002,5,Je suis ravi de cet achat.,2022-09-07,positif
REV01516,CUS00715,PRD019,5,"Tres satisfait, qualite au rendez-vous.",2023-02-23,positif
REV01517,CUS01956,PRD023,5,"Parfait, correspond a la description.",2023-05-09,positif
REV01518,CUS00424,PRD026,4,Je suis ravi de cet achat.,2024-04-22,positif
REV01519,CUS02804,PRD006,4,"Produit conforme, livraison soignee.",2023-11-16,positif
REV01520,CUS00750,PRD029,1,"Tres decu, le produit ne fonctionne pas.",2022-11-16,negatif
REV01521,CUS01275,PRD009,3,"Service standard, produit dans la moyenne.",2022-08-08,neutre
REV01522,CUS00514,PRD026,4,"Tres satisfait, qualite au rendez-vous.",2023-01-10,positif
REV01523,CUS02335,PRD030,5,"Excellent produit, livraison rapide !",2024-06-17,positif
REV01524,CUS01165,PRD015,4,"Parfait, correspond a la description.",2023-03-28,positif
REV01525,CUS00450,PRD024,5,"Excellent produit, livraison rapide !",2022-12-20,positif
REV01526,CUS01725,PRD026,5,"Parfait, correspond a la description.",2022-06-12,positif
REV01527,CUS02878,PRD029,5,"Tres satisfait, qualite au rendez-vous.",2022-12-22,positif
REV01528,CUS00670,PRD013,4,"Tres satisfait, qualite au rendez-vous.",2022-02-09,positif
REV01529,CUS02533,PRD026,5,"Produit fantastique, rapport qualite-prix excellent.",2023-02-20,positif
REV01530,CUS01375,PRD028,4,"Parfait, correspond a la description.",2023-09-19,positif
REV01531,CUS00312,PRD006,5,"Excellent produit, livraison rapide !",2024-03-07,positif
REV01532,CUS00853,PRD017,4,Tres bonne experience d'achat.,2023-05-28,positif
REV01533,CUS01138,PRD005,3,"Produit correct, sans plus.",2023-06-17,neutre
REV01534,CUS02854,PRD007,5,"Parfait, correspond a la description.",2023-08-23,positif
REV01535,CUS02953,PRD028,5,"Produit conforme, livraison soignee.",2023-02-13,positif
REV01536,CUS00011,PRD025,4,"Super produit, je recommande vivement.",2023-01-11,positif
REV01537,CUS01582,PRD014,1,"Mauvaise qualite, je regrette mon achat.",2023-05-19,negatif
REV01538,CUS00274,PRD014,4,Tres bonne experience d'achat.,2022-11-17,positif
REV01539,CUS02576,PRD007,3,"Produit moyen, attendais mieux.",2023-11-14,neutre
REV01540,CUS02472,PRD026,3,"Service standard, produit dans la moyenne.",2024-01-16,neutre
REV01541,CUS00504,PRD019,5,"Super produit, je recommande vivement.",2022-12-30,positif
REV01542,CUS00539,PRD003,5,Je suis ravi de cet achat.,2022-07-02,positif
REV01543,CUS01535,PRD025,5,"Produit fantastique, rapport qualite-prix excellent.",2022-12-07,positif
REV01544,CUS00599,PRD022,2,"Mauvaise qualite, je regrette mon achat.",2023-11-06,negatif
REV01545,CUS01167,PRD012,5,Je suis ravi de cet achat.,2022-07-06,positif
REV01546,CUS01869,PRD006,4,"Tres satisfait, qualite au rendez-vous.",2022-07-14,positif
REV01547,CUS01115,PRD023,5,Tres bonne experience d'achat.,2022-03-12,positif
REV01548,CUS01731,PRD028,3,"Produit moyen, attendais mieux.",2024-02-23,neutre
REV01549,CUS02901,PRD011,3,"Service standard, produit dans la moyenne.",2022-12-05,neutre
REV01550,CUS02804,PRD028,5,"Super produit, je recommande vivement.",2024-04-11,positif
REV01551,CUS01318,PRD010,5,"Parfait, correspond a la description.",2023-07-03,positif
REV01552,CUS02915,PRD011,4,Tres bonne experience d'achat.,2022-01-09,positif
REV01553,CUS02245,PRD020,5,"Parfait, correspond a la description.",2022-03-06,positif
REV01554,CUS00941,PRD023,5,"Parfait, correspond a la description.",2022-02-15,positif
REV01555,CUS02641,PRD023,3,"Produit correct, sans plus.",2022-09-20,neutre
REV01556,CUS02120,PRD005,2,"Delai inacceptable, plus de 3 semaines.",2023-06-25,negatif
REV01557,CUS01795,PRD018,3,Rien d'exceptionnel pour ce prix.,2023-10-08,neutre
REV01558,CUS00683,PRD022,4,"Produit conforme, livraison soignee.",2024-06-22,positif
REV01559,CUS00975,PRD003,3,"Produit correct, sans plus.",2023-11-29,neutre
REV01560,CUS01709,PRD021,2,"Mauvaise qualite, je regrette mon achat.",2023-02-16,negatif
REV01561,CUS01708,PRD014,4,"Produit conforme, livraison soignee.",2022-09-13,positif
REV01562,CUS01186,PRD010,5,"Parfait, correspond a la description.",2022-07-26,positif
REV01563,CUS01341,PRD024,4,"Parfait, correspond a la description.",2023-12-28,positif
REV01564,CUS00551,PRD030,4,"Parfait, correspond a la description.",2023-12-22,positif
REV01565,CUS00204,PRD004,4,"Produit conforme, livraison soignee.",2022-08-09,positif
REV01566,CUS01078,PRD030,4,Tres bonne experience d'achat.,2022-07-30,positif
REV01567,CUS02976,PRD004,5,"Super produit, je recommande vivement.",2022-10-13,positif
REV01568,CUS01920,PRD023,5,Je suis ravi de cet achat.,2023-03-02,positif
REV01569,CUS02336,PRD011,3,"Produit correct, sans plus.",2023-09-04,neutre
REV01570,CUS02773,PRD011,5,"Tres satisfait, qualite au rendez-vous.",2022-08-23,positif
REV01571,CUS00473,PRD013,4,"Parfait, correspond a la description.",2023-06-29,positif
REV01572,CUS02932,PRD005,1,Produit ne correspond pas a la description.,2024-06-06,negatif
REV01573,CUS02003,PRD022,4,Je suis ravi de cet achat.,2023-07-27,positif
REV01574,CUS01610,PRD026,5,Tres bonne experience d'achat.,2023-10-25,positif
REV01575,CUS00569,PRD014,5,Tres bonne experience d'achat.,2023-05-02,positif
REV01576,CUS01894,PRD018,5,"Produit fantastique, rapport qualite-prix excellent.",2023-04-07,positif
REV01577,CUS00729,PRD030,4,"Produit fantastique, rapport qualite-prix excellent.",2023-08-18,positif
REV01578,CUS02681,PRD002,2,"Produit defectueux, retour complique.",2022-02-25,negatif
REV01579,CUS01655,PRD021,5,"Super produit, je recommande vivement.",2023-11-01,positif
REV01580,CUS01011,PRD007,5,"Produit fantastique, rapport qualite-prix excellent.",2023-10-08,positif
REV01581,CUS00448,PRD012,4,"Produit conforme, livraison soignee.",2022-12-14,positif
REV01582,CUS00750,PRD019,1,"Mauvaise qualite, je regrette mon achat.",2023-06-21,negatif
REV01583,CUS02695,PRD029,5,"Produit conforme, livraison soignee.",2023-05-20,positif
REV01584,CUS02847,PRD001,5,Je suis ravi de cet achat.,2023-06-28,positif
REV01585,CUS00415,PRD006,4,Je suis ravi de cet achat.,2024-01-24,positif
REV01586,CUS01392,PRD025,2,"Service client inexistant, probleme non resolu.",2024-05-18,negatif
REV01587,CUS00289,PRD003,4,Tres bonne experience d'achat.,2023-07-30,positif
REV01588,CUS01363,PRD019,2,"Delai inacceptable, plus de 3 semaines.",2023-05-15,negatif
REV01589,CUS01642,PRD008,5,"Super produit, je recommande vivement.",2023-01-22,positif
REV01590,CUS01045,PRD019,5,"Parfait, correspond a la description.",2022-02-19,positif
REV01591,CUS01348,PRD011,3,"Produit moyen, attendais mieux.",2023-12-21,neutre
REV01592,CUS00775,PRD012,5,"Tres satisfait, qualite au rendez-vous.",2023-06-02,positif
REV01593,CUS01808,PRD003,5,"Tres satisfait, qualite au rendez-vous.",2022-05-05,positif
REV01594,CUS01720,PRD024,4,"Parfait, correspond a la description.",2022-06-16,positif
REV01595,CUS00864,PRD027,5,"Tres satisfait, qualite au rendez-vous.",2023-05-04,positif
REV01596,CUS02577,PRD020,2,Qualite tres inferieure aux photos.,2023-07-10,negatif
REV01597,CUS01264,PRD030,3,Rien d'exceptionnel pour ce prix.,2023-03-17,neutre
REV01598,CUS01042,PRD019,5,Je suis ravi de cet achat.,2022-07-04,positif
REV01599,CUS02203,PRD014,4,"Tres satisfait, qualite au rendez-vous.",2023-07-18,positif
REV01600,CUS01305,PRD008,5,"Super produit, je recommande vivement.",2022-02-26,positif
REV01601,CUS00511,PRD029,5,"Produit conforme, livraison soignee.",2022-12-06,positif
REV01602,CUS01777,PRD005,1,Produit ne correspond pas a la description.,2022-10-05,negatif
REV01603,CUS00969,PRD012,5,Tres bonne experience d'achat.,2023-04-22,positif
REV01604,CUS01081,PRD020,4,"Produit fantastique, rapport qualite-prix excellent.",2024-04-22,positif
REV01605,CUS01830,PRD003,5,Je suis ravi de cet achat.,2022-05-03,positif
REV01606,CUS01548,PRD021,2,"Livraison tres en retard, emballage abime.",2024-04-23,negatif
REV01607,CUS01098,PRD014,3,"Produit moyen, attendais mieux.",2023-12-12,neutre
REV01608,CUS00093,PRD002,4,"Tres satisfait, qualite au rendez-vous.",2023-07-19,positif
REV01609,CUS02419,PRD023,5,Tres bonne experience d'achat.,2022-09-01,positif
REV01610,CUS01663,PRD007,3,Rien d'exceptionnel pour ce prix.,2022-10-12,neutre
REV01611,CUS00208,PRD006,5,"Excellent produit, livraison rapide !",2022-07-13,positif
REV01612,CUS01086,PRD022,1,"Tres decu, le produit ne fonctionne pas.",2023-07-25,negatif
REV01613,CUS02347,PRD023,2,Qualite tres inferieure aux photos.,2022-10-02,negatif
REV01614,CUS00736,PRD010,4,Tres bonne experience d'achat.,2023-12-03,positif
REV01615,CUS00486,PRD015,3,"Produit correct, sans plus.",2023-12-04,neutre
REV01616,CUS00897,PRD023,1,"Tres decu, le produit ne fonctionne pas.",2022-06-21,negatif
REV01617,CUS01364,PRD024,4,Je suis ravi de cet achat.,2022-04-26,positif
REV01618,CUS01771,PRD016,4,"Parfait, correspond a la description.",2022-05-26,positif
REV01619,CUS00691,PRD021,4,"Tres satisfait, qualite au rendez-vous.",2023-04-27,positif
REV01620,CUS00940,PRD023,3,Conforme mais delai un peu long.,2023-07-19,neutre
REV01621,CUS02953,PRD004,2,"Tres decu, le produit ne fonctionne pas.",2023-07-30,negatif
REV01622,CUS01222,PRD014,1,"Mauvaise qualite, je regrette mon achat.",2023-05-05,negatif
REV01623,CUS00773,PRD013,2,"Service client inexistant, probleme non resolu.",2023-03-03,negatif
REV01624,CUS00596,PRD011,5,"Super produit, je recommande vivement.",2023-08-18,positif
REV01625,CUS02658,PRD024,5,"Produit fantastique, rapport qualite-prix excellent.",2022-06-17,positif
REV01626,CUS00120,PRD024,2,Produit ne correspond pas a la description.,2023-02-05,negatif
REV01627,CUS00718,PRD009,5,"Parfait, correspond a la description.",2023-07-14,positif
REV01628,CUS01182,PRD020,4,"Excellent produit, livraison rapide !",2023-01-01,positif
REV01629,CUS01568,PRD005,4,"Super produit, je recommande vivement.",2023-10-19,positif
REV01630,CUS00052,PRD022,4,"Produit fantastique, rapport qualite-prix excellent.",2024-05-25,positif
REV01631,CUS00208,PRD002,5,"Tres satisfait, qualite au rendez-vous.",2023-01-26,positif
REV01632,CUS01159,PRD022,5,"Produit conforme, livraison soignee.",2024-02-06,positif
REV01633,CUS01564,PRD016,3,Rien d'exceptionnel pour ce prix.,2022-12-13,neutre
REV01634,CUS00339,PRD029,1,"Delai inacceptable, plus de 3 semaines.",2023-11-27,negatif
REV01635,CUS00220,PRD028,4,"Tres satisfait, qualite au rendez-vous.",2022-06-18,positif
REV01636,CUS00821,PRD011,4,Tres bonne experience d'achat.,2024-02-21,positif
REV01637,CUS01816,PRD013,5,"Produit fantastique, rapport qualite-prix excellent.",2022-11-06,positif
REV01638,CUS02689,PRD009,4,"Produit conforme, livraison soignee.",2022-10-03,positif
REV01639,CUS00061,PRD020,3,Rien d'exceptionnel pour ce prix.,2023-02-03,neutre
REV01640,CUS01160,PRD021,4,"Produit fantastique, rapport qualite-prix excellent.",2024-03-30,positif
REV01641,CUS00686,PRD024,5,"Produit conforme, livraison soignee.",2023-06-11,positif
REV01642,CUS01570,PRD028,4,Je suis ravi de cet achat.,2024-05-07,positif
REV01643,CUS01723,PRD003,5,"Produit conforme, livraison soignee.",2022-06-05,positif
REV01644,CUS00233,PRD011,2,"Delai inacceptable, plus de 3 semaines.",2022-12-21,negatif
REV01645,CUS01050,PRD001,1,"Livraison tres en retard, emballage abime.",2022-10-31,negatif
REV01646,CUS02214,PRD011,1,"Tres decu, le produit ne fonctionne pas.",2024-03-06,negatif
REV01647,CUS01713,PRD002,5,"Excellent produit, livraison rapide !",2023-02-08,positif
REV01648,CUS02694,PRD009,5,"Super produit, je recommande vivement.",2024-06-30,positif
REV01649,CUS01313,PRD004,3,"Produit moyen, attendais mieux.",2023-08-12,neutre
REV01650,CUS02818,PRD006,3,Conforme mais delai un peu long.,2023-05-29,neutre
REV01651,CUS00835,PRD030,1,"Service client inexistant, probleme non resolu.",2023-11-24,negatif
REV01652,CUS00737,PRD028,4,"Tres satisfait, qualite au rendez-vous.",2023-04-27,positif
REV01653,CUS02598,PRD011,1,Produit ne correspond pas a la description.,2023-02-26,negatif
REV01654,CUS02898,PRD007,2,"Service client inexistant, probleme non resolu.",2023-05-14,negatif
REV01655,CUS02975,PRD010,3,"Produit correct, sans plus.",2022-07-01,neutre
REV01656,CUS02541,PRD030,4,"Produit fantastique, rapport qualite-prix excellent.",2023-04-15,positif
REV01657,CUS02156,PRD026,2,"Service client inexistant, probleme non resolu.",2022-11-09,negatif
REV01658,CUS00538,PRD005,4,"Parfait, correspond a la description.",2022-10-25,positif
REV01659,CUS02586,PRD021,4,"Parfait, correspond a la description.",2024-07-04,positif
REV01660,CUS01683,PRD023,4,Tres bonne experience d'achat.,2024-01-01,positif
REV01661,CUS01944,PRD024,5,"Tres satisfait, qualite au rendez-vous.",2023-09-10,positif
REV01662,CUS00883,PRD017,5,Je suis ravi de cet achat.,2022-12-25,positif
REV01663,CUS01065,PRD022,4,"Parfait, correspond a la description.",2024-03-23,positif
REV01664,CUS00145,PRD016,3,"Produit correct, sans plus.",2022-10-06,neutre
REV01665,CUS01179,PRD021,3,Rien d'exceptionnel pour ce prix.,2022-11-09,neutre
REV01666,CUS02060,PRD024,4,"Tres satisfait, qualite au rendez-vous.",2023-03-16,positif
REV01667,CUS01997,PRD006,3,Conforme mais delai un peu long.,2024-06-10,neutre
REV01668,CUS01894,PRD009,4,"Super produit, je recommande vivement.",2024-02-18,positif
REV01669,CUS00097,PRD014,3,"Produit correct, sans plus.",2022-07-27,neutre
REV01670,CUS01597,PRD026,4,"Produit fantastique, rapport qualite-prix excellent.",2022-08-06,positif
REV01671,CUS02811,PRD009,4,"Produit fantastique, rapport qualite-prix excellent.",2023-06-17,positif
REV01672,CUS02492,PRD023,5,"Produit conforme, livraison soignee.",2024-01-05,positif
REV01673,CUS02996,PRD005,3,Conforme mais delai un peu long.,2023-10-12,neutre
REV01674,CUS00593,PRD016,3,"Produit correct, sans plus.",2022-03-20,neutre
REV01675,CUS02519,PRD002,5,"Tres satisfait, qualite au rendez-vous.",2023-12-01,positif
REV01676,CUS02882,PRD018,2,"Tres decu, le produit ne fonctionne pas.",2023-01-30,negatif
REV01677,CUS01025,PRD015,5,"Produit fantastique, rapport qualite-prix excellent.",2022-12-01,positif
REV01678,CUS02382,PRD010,4,Je suis ravi de cet achat.,2023-12-23,positif
REV01679,CUS02092,PRD023,5,"Super produit, je recommande vivement.",2023-09-03,positif
REV01680,CUS01575,PRD029,4,"Tres satisfait, qualite au rendez-vous.",2022-12-09,positif
REV01681,CUS00637,PRD003,5,Je suis ravi de cet achat.,2023-09-14,positif
REV01682,CUS00348,PRD011,4,Je suis ravi de cet achat.,2023-02-02,positif
REV01683,CUS01894,PRD002,5,"Super produit, je recommande vivement.",2023-01-08,positif
REV01684,CUS02022,PRD009,4,Tres bonne experience d'achat.,2023-08-07,positif
REV01685,CUS02148,PRD015,5,Je suis ravi de cet achat.,2022-09-04,positif
REV01686,CUS02483,PRD015,3,"Service standard, produit dans la moyenne.",2023-07-12,neutre
REV01687,CUS02883,PRD012,2,Produit ne correspond pas a la description.,2024-06-18,negatif
REV01688,CUS01257,PRD011,5,Tres bonne experience d'achat.,2022-12-19,positif
REV01689,CUS02959,PRD030,3,"Service standard, produit dans la moyenne.",2024-03-31,neutre
REV01690,CUS01600,PRD004,4,"Tres satisfait, qualite au rendez-vous.",2024-05-19,positif
REV01691,CUS02460,PRD003,5,"Super produit, je recommande vivement.",2023-09-15,positif
REV01692,CUS00894,PRD027,5,"Produit fantastique, rapport qualite-prix excellent.",2022-04-23,positif
REV01693,CUS01113,PRD016,5,"Parfait, correspond a la description.",2023-08-07,positif
REV01694,CUS01460,PRD016,4,"Produit conforme, livraison soignee.",2023-10-21,positif
REV01695,CUS02415,PRD022,4,"Tres satisfait, qualite au rendez-vous.",2022-11-11,positif
REV01696,CUS00513,PRD015,4,Je suis ravi de cet achat.,2023-09-06,positif
REV01697,CUS00063,PRD007,5,"Tres satisfait, qualite au rendez-vous.",2022-06-17,positif
REV01698,CUS01436,PRD006,5,"Produit fantastique, rapport qualite-prix excellent.",2023-10-26,positif
REV01699,CUS02116,PRD005,2,Produit ne correspond pas a la description.,2022-08-13,negatif
REV01700,CUS01689,PRD009,5,Tres bonne experience d'achat.,2022-01-24,positif
REV01701,CUS00202,PRD028,3,Rien d'exceptionnel pour ce prix.,2022-04-04,neutre
REV01702,CUS01385,PRD009,5,Tres bonne experience d'achat.,2023-12-24,positif
REV01703,CUS01302,PRD026,4,Je suis ravi de cet achat.,2024-02-05,positif
REV01704,CUS02880,PRD027,4,Je suis ravi de cet achat.,2024-05-14,positif
REV01705,CUS00722,PRD020,4,"Super produit, je recommande vivement.",2023-12-08,positif
REV01706,CUS00618,PRD008,3,Conforme mais delai un peu long.,2022-08-18,neutre
REV01707,CUS02856,PRD017,2,"Livraison tres en retard, emballage abime.",2023-08-23,negatif
REV01708,CUS02602,PRD007,5,"Produit conforme, livraison soignee.",2022-10-20,positif
REV01709,CUS00093,PRD008,3,Conforme mais delai un peu long.,2022-11-19,neutre
REV01710,CUS02957,PRD002,5,Tres bonne experience d'achat.,2022-06-28,positif
REV01711,CUS02399,PRD018,5,Tres bonne experience d'achat.,2024-02-06,positif
REV01712,CUS01255,PRD023,4,"Parfait, correspond a la description.",2022-06-23,positif
REV01713,CUS01586,PRD016,4,"Super produit, je recommande vivement.",2024-05-31,positif
REV01714,CUS02741,PRD004,4,"Tres satisfait, qualite au rendez-vous.",2023-08-16,positif
REV01715,CUS01402,PRD019,5,Je suis ravi de cet achat.,2024-01-23,positif
REV01716,CUS00150,PRD012,4,"Produit conforme, livraison soignee.",2022-01-30,positif
REV01717,CUS01295,PRD004,5,Tres bonne experience d'achat.,2022-11-02,positif
REV01718,CUS02122,PRD029,5,"Parfait, correspond a la description.",2023-05-14,positif
REV01719,CUS02808,PRD027,5,"Produit conforme, livraison soignee.",2024-02-22,positif
REV01720,CUS01870,PRD004,3,"Produit moyen, attendais mieux.",2023-12-02,neutre
REV01721,CUS00014,PRD007,4,"Tres satisfait, qualite au rendez-vous.",2022-06-28,positif
REV01722,CUS01677,PRD019,3,Rien d'exceptionnel pour ce prix.,2023-01-06,neutre
REV01723,CUS00899,PRD004,4,"Produit conforme, livraison soignee.",2022-01-21,positif
REV01724,CUS00771,PRD016,4,"Excellent produit, livraison rapide !",2023-08-20,positif
REV01725,CUS02479,PRD006,5,"Produit conforme, livraison soignee.",2022-03-21,positif
REV01726,CUS01717,PRD022,5,Je suis ravi de cet achat.,2022-07-02,positif
REV01727,CUS00668,PRD021,5,"Tres satisfait, qualite au rendez-vous.",2022-07-19,positif
REV01728,CUS02174,PRD017,3,"Produit moyen, attendais mieux.",2023-08-07,neutre
REV01729,CUS01186,PRD006,3,"Service standard, produit dans la moyenne.",2022-05-04,neutre
REV01730,CUS00538,PRD023,5,"Produit conforme, livraison soignee.",2023-12-10,positif
REV01731,CUS00938,PRD009,5,"Produit fantastique, rapport qualite-prix excellent.",2023-06-26,positif
